,comment_count,view_count,like_count,title,description,channel,tags,categories,duration
52,179000,1499085013,6475473,Metallica: Nothing Else Matters (Official Music Video),"Metallica's official music video for “Nothing Else Matters,” from the album “Metallica.” Subscribe for more videos: https://metallica.lnk.to/subscribe

Listen to Metallica: https://metallica.lnk.to/listen
Directed by Adam Dubin
Filmed during the recording of The Black Album in Spring 1991 in North Hollywood, CA

Video Premiere Date: February 25, 1992

Follow Metallica:
Website & Store: http://www.metallica.com
Official Live Recordings: http://www.livemetallica.com
Instagram: http://www.instagram.com/metallica
Facebook: http://www.facebook.com/metallica
Twitter: http://www.twitter.com/metallica

© 1992 Blackened Recordings

#Metallica #TheBlackAlbum",Metallica,metallica metallica music video metallica nothing else matters metallica the black album nothing else matters black album official music video,Music,386
53,214000,1493422771,7964234,Bon Jovi - It's My Life (Official Music Video),"New album ‘2020’ out now
https://BonJovi.lnk.to/2020-TheAlbum

Follow Bon Jovi:
Facebook: https://www.facebook.com/BonJovi
Instagram: https://www.instagram.com/bonjovi/
Twitter: https://twitter.com/bonjovi
Website: https://www.bonjovi.com/


Music video by Bon Jovi performing It's My Life. (C) 2003 The Island Def Jam Music Group
#BonJovi #ItsMyLife #Remastered",Bon Jovi,BON JOVI BON JOVI IT’S MY LIFE IT’S MY LIFE IT’S MY LIFE BON JOVI IT’S MY LIFE remastered IT’S MY LIFE remastered video IT’S MY LIFE official music video BON JOVI remastered BON JOVI remastered videos #remastered hd music videos remastered music videos BON JOVI ITS MY LIFE ITS MY LIFE ITS MY LIFE BON JOVI ITS MY LIFE remastered ITS MY LIFE remastered video ITS MY LIFE official music video ボン・ジョヴィ 조비 邦喬飛 邦乔维,Music,267
54,354000,1484144781,8349737,System Of A Down - Chop Suey! (Official HD Video),"Official HD music video for ”Chop Suey!” by System of a Down
Listen to System of a Down: https://SystemOfADown.lnk.to/listenYD
Subscribe to the official System of a Down YouTube channel: https://SystemOfADown.lnk.to/subscribeYD
Watch more System of a Down videos: https://SystemOfADown.lnk.to/listenYC/youtube

Follow System of a Down:
Facebook: https://SystemOfADown.lnk.to/followFI
Instagram: https://SystemOfADown.lnk.to/followII
Twitter: https://SystemOfADown.lnk.to/followTI
Website: https://SystemOfADown.lnk.to/followWI
Spotify: https://SystemOfADown.lnk.to/followSI

Lyrics:
Wake up (wake up)
Grab a brush and put a little make-up
Hide the scars to fade away the shake-up (hide the scars to fade away the-)
Why'd you leave the keys upon the table?
Here you go create another fable, you wanted to
Grab a brush and put a little make-up, you wanted to
Hide the scars to fade away the shake-up, you wanted to
Why'd you leave the keys upon the table? You wanted to
I don't think you trust
In my self-righteous suicide
I cry when angels deserve to die
Wake up (wake up)
Grab a brush and put a little make-up
Hide the scars to fade away the (hide the scars to fade away the shake-up)
Why'd you leave the keys upon the table?
Here you go create another fable, you wanted to
Grab a brush and put a little make-up, you wanted to
Hide the scars to fade away the shake-up, you wanted to
Why'd you leave the keys upon the table? You wanted to
I don't think you trust
In my self-righteous suicide
I cry when angels deserve to die
In my self-righteous suicide
I cry when angels deserve to die
Father (father)
Father (father)
Father (father)
Father (father)
Father, into your hands I commend my spirit
Father, into your hands
Why have you forsaken me?
In your eyes forsaken me
In your thoughts forsaken me
In your heart forsaken me, oh
Trust in my self-righteous suicide
I cry when angels deserve to die
In my self-righteous suicide
I cry when angels deserve to die

#SystemOfADown #ChopSuey! #HD #Remastered",System Of A Down,system of down chop suey system of down chop suey soad sister of down iwachu wake up chop suey system of down lyrics soad chop suey shop suey system of down sistem of down chop suey system of down toxicity system of down toxicity angels deserve to die soad jump toxicity soad toxicity system of down byob soad lonely day system of down slipknot korn disturbed nu metal metal hard rock chop suey hd video,Music,209
55,224000,1345186241,9829090,Shawn Mendes - There's Nothing Holdin' Me Back (Official Music Video),"New album WONDER available now
Listen here: https://wonder.lnk.to/OutNow

Follow Shawn Mendes
Instagram | https://www.instagram.com/shawnmendes/
Twitter | https://twitter.com/ShawnMendes
Facebook | https://www.facebook.com/ShawnMendesOfficial
Snap | https://www.snapchat.com/add/shawnmendes1
TikTok | https://www.tiktok.com/@shawnmendes
Website | http://www.shawnmendesofficial.com/

Subscribe to YouTube
https://ShawnMendes.lnk.to/Subscribe-OnYouTube",Shawn Mendes,Shawn Mendes There’s Nothing Holdin’ Me Back Illuminate There's Nothing Holding Me Back Holdin' Me Back Holding Me Back 한글자막 日本語字幕 subtítulos en español Türkçe Altyazılı Phụ đề tiếng Việt Subtitles in Tagalog Teks dalam Bahasa Indonesia उपशीर्षक हिंदी में Sarikata Dalam Bahasa Malaysia คำบรรยายภาษาไทย ショーン・メンデス 멘데스 尚恩曼德斯 肖恩门德斯,Music,237
56,276000,1327044054,6860905,Europe - The Final Countdown (Official Video),"""The Final Countdown"" by Europe
Listen to Europe: https://Europe.lnk.to/listenYD

Subscribe to the official Europe YouTube channel: https://Europe.lnk.to/subscribeYD

Watch more Europe videos: https://Europe.lnk.to/listenYD/youtube

Follow Europe:
Facebook: https://Europe.lnk.to/followFI/facebook
Instagram: https://Europe.lnk.to/followII/instagram
Twitter: https://Europe.lnk.to/followTI/twitter
Website: https://Europe.lnk.to/followWI/websitegeneral
Spotify: https://Europe.lnk.to/followSI/spotify
YouTube: https://Europe.lnk.to/subscribeYD

Lyrics:
It's the final countdown
The final countdown
Oh

#Europe #TheFinalCountdown #OfficialMusicVideo #HD #Remastered",Europe,final countdown the final countdown europe europe final countdown europe the final countdown it's the final countdown subtitulada en español musica de los 80 europa countdown scorpions bon jovi европа quiet riot carrie rock the night open your heart europe final countdown lyrics official europe official music video rock glam metal hair metal classic rock styx europe the final countdown song HD video HD updgrade,Music,296
57,168000,1316624886,5849021,Bon Jovi - Livin' On A Prayer,"New album ‘2020’ out now
https://BonJovi.lnk.to/2020-TheAlbum

Follow Bon Jovi:
Facebook: https://www.facebook.com/BonJovi
Instagram: https://www.instagram.com/bonjovi/
Twitter: https://twitter.com/bonjovi
Website: https://www.bonjovi.com/


Music video by Bon Jovi performing Livin' On A Prayer. (C) 1986 The Island Def Jam Music Group
#BonJovi #LivinOnAPrayer #Remastered",Bon Jovi,BON JOVI BON JOVI LIVIN ON PRAYER LIVIN ON PRAYER LIVIN ON PRAYER BON JOVI LIVIN ON PRAYER remastered LIVIN ON PRAYER remastered video LIVIN ON PRAYER official music video BON JOVI remastered BON JOVI remastered videos #remastered hd music videos remastered music videos BON JOVI LIVING ON PRAYER LIVING ON PRAYER LIVING ON PRAYER BON JOVI LIVING ON PRAYER remastered LIVING ON PRAYER remastered video LIVING ON PRAYER official music video,Music,249
58,362000,1269028551,10370976,Eminem - Mockingbird [Official Music Video],"Eminem - Mockingbird
Listen: https://eminem.lnk.to/mockingbird
Spotify: https://eminem.lnk.to/mockingbird/spotify
Apple Music: https://eminem.lnk.to/mockingbird/applemusic
Amazon Music: https://eminem.lnk.to/mockingbird/amazonmusic

Playlist Best of Eminem: https://goo.gl/AquNpo

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords

#Eminem #Mockingbird

Music video by Eminem performing Mockingbird. YouTube view counts pre-VEVO: 14,297,644. (C) 2004 Aftermath Entertainment/Interscope Records

#Eminem #Mockingbird #Remastered",EminemMusic,EMINEM EMINEM MOCKINGBIRD MOCKINGBIRD MOCKINGBIRD EMINEM MOCKINGBIRD official music video MOCKINGBIRD remastered video EMINEM remastered EMINEM remastered videos #remastered hd music videos remastered music videos SLIM SHADY MARSHALL MATHERS 한글자막 日本語字幕 subtítulos en español Türkçe Altyazılı Phụ đề tiếng Việt Subtitles in Tagalog Teks dalam Bahasa Indonesia उपशीर्षक हिंदी में Sarikata Dalam Bahasa Malaysia คำบรรยายภาษาไทย エミネム 에미넴 埃米纳姆,Music,258
59,409000,1232661368,10878910,"DJ Snake, Lil Jon - Turn Down for What","Official music video for ”Turn Down for What” by Dj Snake, Lil Jon
Subscribe to the official ARTIST YouTube channel: https://www.youtube.com/LILJON

Director- Daniels Producer- Judy Craig Co Producer- Jonathan Wang Executive Producer- Candice Ouaknine Commissioner -- Bryan Younce DP- Larkin Seiple Production Designer- Jason Kisvarday Stylist- Corban Poorboy Edit- Daniels + Paul Rogers VFX- Daniels + Zak Stoltz Colorist - Ricky Gausis (MPC) Production Company- Prettybird Starring - Sunita Mani, Aixa Maldonano, Paul Hatter, Allie Lemelle, and Daniel Kwan""""  Music video by DJ Snake & Lil Jon performing Turn Down for What. (C) 2013 Columbia Records, a Division of Sony Music Entertainment

Follow Lil Jon
Facebook: https://www.facebook.com/LilJon/live_videos/
Instagram: https://www.instagram.com/liljon/
Twitter: https://twitter.com/LilJon
Website: https://liljon.com/
Spotify: https://open.spotify.com/artist/7sfl4Xt5KmfyDs2T3SVSMK?si=2e_Wi5xbSkSVsfjpl0ySUA

Lyrics
Turn down for what?
Turn down for what?
Turn down for what?
Turn down for what?
Turn down for what?

#DjSnake #LilJon #TurnDownForWhat #Electronic #Dance #HipHop #Rap",DJ Snake,dj snake lil jon turn down for what lil jon turn down for what turn down for what lil jon dj snake turn downfor what turn down for what dj snake turn up party electronic dance rap hiphop 2010s hiphop loot Maya Rudolph MJ Rodriguez Pose Apple Apple TV Loot Show Loot Episode Bombon Snap Yo Fingers Alive Offset Chainz Outta Your Mind throwback hype ying yang twins let me love you ozuna megan thee stallion,Music,216
60,257000,1219853524,8697673,Imagine Dragons - Demons (Official Music Video),"Listen to 'Eyes Closed' out now: https://ImagineDragons.lnk.to/EyesClosed
Watch the official video for ‘Eyes Closed here: https://ImagineDragons.lnk.to/EyesClosedVideo

Listen to “Night Visions (Expanded Edition)” out now: https://ImagineDragons.lnk.to/NV10

Shop new Imagine Dragons merch: https://ImagineDragons.lnk.to/Merch 
Catch Imagine Dragons on tour: http://ImagineDragonsmusic.com/Tour
Join the Imagine Dragons Discord: https://ImagineDragons.lnk.to/Discord
 
Follow Imagine Dragons:
 
Facebook: https://ImagineDragons.lnk.to/Facebook
Twitter: https://ImagineDragons.lnk.to/Twitter
Instagram: https://ImagineDragons.lnk.to/Instagram
TikTok: https://ImagineDragons.lnk.to/TikTok
Sign up for email updates: https://ImagineDragons.lnk.to/EmailList

#ImagineDragons #Radioactive #NIghtVisions10

(C) 2013 KIDinaKORNER/Interscope Records",ImagineDragons,Imagine Dragons Demons Interscope Alternative Night Visions Tyler Robinson Radioactive 한글자막 日本語字幕 subtítulos en español Türkçe Altyazılı Phụ đề tiếng Việt Subtitles in Tagalog Teks dalam Bahasa Indonesia उपशीर्षक हिंदी में Sarikata Dalam Bahasa Malaysia คำบรรยายภาษาไทย イマジン・ドラゴンズ 이매진 드래곤스 謎幻樂團 梦龙乐队,Music,236
61,136000,1169676151,4891150,Maroon 5 - One More Night (Official Music Video),"Buy Now!
iTunes: http://smarturl.it/1545s2
Amazon:  http://smarturl.it/sxgjyq

Sign up for updates: http://smarturl.it/Maroon5.News

Music video by Maroon 5 performing One More Night. (C) 2012 A&M/Octone Records",Maroon 5,maroon one more night one more night maroon maroon one more night เพลง one more time maroon songs adam levine maroon5 マルーン5 마룬5 魔力紅 魔力红 lyrics in 한글자막 日本語字幕 subtítulos en español,Music,223
62,516000,1164668923,9615860,Foster The People - Pumped Up Kicks (Official Video),"Official Video for “Pumped Up Kicks” by Foster The People
Listen to Foster The People: https://FosterThePeople.lnk.to/listenYD

Subscribe to the official Foster The People YouTube channel: https://FosterThePeople.lnk.to/subscribeYD

Watch more of Foster The People's music videos: https://FosterThePeople.lnk.to/listenYD/youtube

Follow Foster The People:
Facebook: https://FosterThePeople.lnk.to/followFI
Instagram: https://FosterThePeople.lnk.to/followII
Twitter: https://FosterThePeople.lnk.to/followTI
Website: https://FosterThePeople.lnk.to/followWI
Spotify: https://FosterThePeople.lnk.to/followSI
YouTube: https://FosterThePeople.lnk.to/subscribeYD

Ask your voice device to play Foster The People!

Chorus:
All the other kids with the pumped up kicks
You better run, better run, outrun my gun
All the other kids with the pumped up kicks
You better run, better run faster than my bullet
All the other kids with the pumped up kicks
You better run, better run, outrun my gun
All the other kids with the pumped up kicks
You better run, better run faster than my bullet

#FosterThePeople #PumpedUpKicks #Torches",FosterThePeople,pumped up kicks foster the people foster the people pumped up kicks all the other kid with the pumped up kicks lyrics pump up kicks all the other kids pumped up kicks remix better run better run faster than my bullet lyrics pumped up kids all the other kicks run better run pumped up faster than my bullet pumped up kicks tiktok foster the people tiktok new years eve NYE nye 2021 new years eve 2021 new years eve party party party songs midnight,Music,256
63,158000,1139539913,4940647,Pharrell Williams - Happy (Official Music Video),"Get Pharrell's album G I R L on iTunes: http://smarturl.it/GIRLitunes 
Get Pharrell's album G I R L on Amazon: http://smarturl.it/GIRLamazonMP3
Get Pharrell's album G I R L on Google Play: http://goo.gl/fwLdhZ

From the Despicable Me 2 soundtrack. Check out http://24hoursofhappy.com to experience the world's first 24 hour music video! Directed by We Are From L.A.

Subscribe to i am OTHER on YouTube: http://bit.ly/IAO_subscribe
Videos, news and more: http://www.iamOTHER.com
Like us on Facebook: http://www.facebook.com/iamOTHER
Follow us on Twitter: http://twitter.com/i_am_OTHER


Performed by Pharrell Williams
Written and Produced by Pharrell Williams
Background Vocals performed by Rhea Dummett, Trevon Henderson, Ashley L. Lee, Shamika Hightower, Jasmine Murray and Terrence Rolle 
EMI April Music, Inc. obo Itself and More Water From Nazareth (ASCAP), Universal Pictures Music (ASCAP)
Recorded by Mike Larson for i am OTHER entertainment
Assisted by Matthew Desrameaux
Digital Editing and Arrangement by Andrew Coleman and Mike Larson for i am OTHER entertainment
Recorded at Circle House Studios, Miami, FL.
Mixed by Leslie Brathwaite at Music Box Studios, Atlanta, GA
© 2013 Universal Studios

i am OTHER:
Executive Producer - Pharrell Williams
General Manager - Caron Veazey
Creative Director - Mimi Valdés
Executive Producer - Robin Frank 
Associate Producer - Bethany Gould
Assistant Producer - Alexandra DePersia
Digital Marketing - Aviva Yael",iamOTHER,i am OTHER iamOTHER.com Pharrell Williams Despicable Me 2 (Film) Minions HAPPY DM2 soundtrack iTunes Gru music video We Are From LA 24hoursofhappiness.com 24hoursofhappy Hip Hop Steve Carell Miranda Cosgrove Jamie Foxx Tyler the Creator OFWGKTA Odd Future Earl the Sweatshirt Jimmy Kimmel Magic Johnson Kelly Osbourne Leah LaBelle Sérgio Mendes Ana Ortiz The Golden Sisters Issa Rae JoJo Gavin DeGraw Bevy Smith Alfonso Mateo Official Happy Video,Music,247
64,233000,1145419697,5218532,Toto - Africa (Official HD Video),"Official HD Video for ""Africa"" by Toto
Listen to Toto: https://Toto.lnk.to/listenYD
Watch more Toto videos: https://Toto.lnk.to/listenYD/youtube

Subscribe to the official Toto YouTube Channel: https://totoband.lnk.to/subscribeYD

Follow Toto:
Facebook: https://Toto.lnk.to/followFI
Twitter: https://Toto.lnk.to/followTI
Website: https://Toto.lnk.to/followWI
YouTube: https://totoband.lnk.to/subscribeYD
Spotify: https://Toto.lnk.to/followSI

Chorus:
It's gonna take a lot to drag me away from you
There's nothing that a hundred men or more could ever do
I bless the rains down in Africa
Gonna take some time to do the things we never had

#Toto #Africa #Rock #TotoIV #HD #Remastered",TOTO,toto africa africa toto africa toto toto áfrica africa song africa by toto musica de los 80 old songs 80s music hits afrika africá toto áfrica toto rains down in africa 80s music bless the rains down in africa toto devil's tower devil's tower toto hold the line toto rosanna toto africa lyrics toto hash pipe toto i'll be over you 4th of July songs July 4th songs summer songs party songs yacht songs,Music,271
65,184000,1117333229,6551011,Survivor - Eye Of The Tiger (Official HD Video),"Official HD Video for ""Eye Of The Tiger"" by Survivor
Listen to Survivor: https://Survivor.lnk.to/listenYD
Subscribe to the official Survivor YouTube channel: https://Survivor.lnk.to/subscribeYD

Watch more Survivor videos: https://Survivor.lnk.to/listenYC/youtube

Follow Survivor:
Facebook: https://Survivor.lnk.to/followFI
Twitter: https://Survivor.lnk.to/followTI
Website: https://Survivor.lnk.to/followWI
Spotify: https://Survivor.lnk.to/followSI

Chorus:
It's the eye of the tiger
It's the thrill of the fight
Rising up to the challenge of our rival
And the last known survivor
Stalks his prey in the night
And he's watching us all with the eye of the tiger

#Survivor #EyeOfTheTiger #Rock #HD #Remastered",Survivor Band,eye of the tiger eyes of the tiger survivor the eye of the tiger survivor eye of the tiger tiger eye of tiger meme songs meme song of the tiger ojo de tigre meme music roomieofficial meme evolution cancion de rocky eye of the tiger rocky power hour rocky theme song 4th of July songs patriotic songs American songs party songs yacht songs summer songs the final countdown Bon Jovi thunderstruck 80's Eye,Music,245
66,455000,1112827629,6544914,LMFAO - Sexy and I Know It,"Music video by LMFAO performing Sexy and I Know It. Get it on iTunes: http://glnk.it/dt © 2011 Interscope Records
#VEVOCertified on November 12, 2011. http://www.vevo.com/certified http://www.youtube.com/vevocertified",LMFAOVEVO,sexy and know it lmfao party rockin sorry for party rockin red foo sky blue venice rock anthem 한글자막 日本語字幕 subtítulos en español Türkçe Altyazılı Phụ đề tiếng Việt Subtitles in Tagalog Teks dalam Bahasa Indonesia उपशीर्षक हिंदी में Sarikata Dalam Bahasa Malaysia คำบรรยายภาษาไทย LMFAO 笑本部,Music,204
67,459000,1102472756,9054825,"6ix9ine - FEFE ft. Nicki Minaj, Murda Beatz","Music video by 6ix9ine performing FEFE. © 2018 TenThousand Projects, LLC",Tekashi 6ix9ine,6ix9ine FEFE TenThousand Projects LLC Hip Hop,Music,179
68,121000,1059799085,5290347,System Of A Down - Toxicity (Official HD Video),"Official HD music video for ”Toxicity” by System of a Down
Listen to System of a Down: https://SystemOfADown.lnk.to/listenYD
Subscribe to the official System of a Down YouTube channel: https://SystemOfADown.lnk.to/subscribeYD
Watch more System of a Down videos: https://SystemOfADown.lnk.to/listenYC/youtube

Follow System of a Down:
Facebook: https://SystemOfADown.lnk.to/followFI
Instagram: https://SystemOfADown.lnk.to/followII
Twitter: https://SystemOfADown.lnk.to/followTI
Website: https://SystemOfADown.lnk.to/followWI
Spotify: https://SystemOfADown.lnk.to/followSI

Lyrics:
You, what do you own the world? How do you own disorder, disorder?
Now, somewhere between the sacred silence, sacred silence and sleep
Somewhere between the sacred silence and sleep
Disorder, disorder, disorder

#SystemOfADown #Toxicity #HD #Remastered",System Of A Down,system of down toxicity system of down toxicity toxicity system of down sister of down soad soad toxicity chop suey sistem of down slipknot toxic metal toxicity system of down lyrics rammstein toxity system of down chop suey toxicity system of down album chop suey system of down byob soad lonely day system of down korn disturbed powerman 5000 nu metal hard rock nu metal playlist toxicity hd video Columbia,Music,224
69,229000,1036645542,5943751,Evanescence - My Immortal (Official HD Music Video),"Official HD music video for “My Immortal,” taken from the band’s multi-platinum debut Fallen.

Evanescence are celebrating the 20th anniversary of Fallen with a series of special reissues via Craft Recordings. 

Details/order: https://found.ee/fallen20 

Available on Deluxe 2-LP, 2-CD, and Digital — as well as a Super Deluxe Edition collector’s box set — Fallen (20th Anniversary Edition) offers newly remastered audio, including the album’s singles “My Immortal,” “Going Under,” “Everybody’s Fool,” and “Bring Me To Life.” The expanded set also includes a trove of bonus material – ten tracks in all – comprising previously-unreleased demos and live recordings plus a selection of rare B-sides. Alongside reimagined artwork, all physical formats will include previously-unseen photos from the era, plus a handwritten foreword by Amy Lee, who oversaw all aspects of the reissue. The Deluxe vinyl, CD and digital configurations are out now. 

Available exclusively at Evanescence.com is the Super Deluxe Box Set, arriving February, 2024. Housed in a collectible shadow box-style package (inspired by Amy’s songwriting journal cover art), this limited edition includes all of the above-mentioned music as part of a 2-LP set (featuring a Black & Silver blend vinyl) plus a bonus cassette of previously unreleased demos and voice notes which is exclusive to this box set. Adding additional insight into the album is an expansive book which features new track-by-track notes from Lee, while a zoetropic turntable slipmat, rare photo prints, and enamel pin set round out the collection.  

Subscribe to Evanescence on YouTube: http://bit.ly/2vTSZWt
Official Evanescence Website: http://www.evanescence.com
Like Evanescence on Facebook: https://www.facebook.com/Evanescence
Follow Evanescence on Twitter: https://twitter.com/Evanescence
Follow Evanescence on Instagram: https://www.instagram.com/EvanescenceOfficial
Listen to Evanescence on Spotify: https://open.spotify.com/artist/5nGIFgo0shDenQYSE0Sn7c
Listen to Evanescence on Apple Music: http://apple.co/2kB2JDO

#Evanescence #MyImmortal #Vevo #Rock #OfficialMusicVideo #HDVideo

Music video by Evanescence performing My Immortal. (C) 2004 Wind-Up Records, LLC",Evanescence,Evanescence Wind-Up Pop,Music,270
70,126000,1012735495,5878606,Jason Derulo - Wiggle feat. Snoop Dogg [Official Music Video],"Watch the official music video for Wiggle by Jason Derulo feat. Snoop Dogg from the album Talk Dirty.
🔔 Subscribe to the channel: https://youtube.com/c/JasonDerulo?sub_confirmation=1

Listen to Everything Is 4 here: http://www.smarturl.it/EverythingIs4

Follow Jason Derulo:
TikTok: https://www.tiktok.com/@jasonderulo ‪
Instagram: http://www.instagram.com/jasonderulo/ 
‪Facebook: http://facebook.com/jasonderulo ‪
Twitter: http://twitter.com/jasonderulo ‪
Website: http://www.jasonderulo.com/

Jason Derulo is a singer-songwriter renowned for his hit songs “Swalla,” “Wiggle,” ""Talk Dirty,"" “Whatcha Say,” “Trumpets,” and “Get Ugly.” He worked with artists like Nicki Minaj, Snoop Dogg, Adam Levine, and 2 Chainz — amassing billions of global streams and sealing his reputation as a global chart-topping star.

Lyrics:
Ayo, Jason
(Oh yeah!)
Say somethin' to her, holla at her
Haha, I got one question
Haha, how do you fit, all that, in them jeans? Hahaha
You know what to do with that big fat butt

Wiggle, wiggle, wiggle
Wiggle, wiggle, wiggle
Wiggle, wiggle, wiggle
Just a little bit (Swing!)

Patty cake, patty cake, with no hands
Got me in this club, making wedding plans
If I take pictures while you do your dance (do your dance)
I could make you famous on Instagram

Hot damn it (Woo!), your booty like two planets (Woo!)
Go ahead and go ham sandwich (Woo!)
Woah, I can't stand it
'Cause you know what to do with that big fat butt

Wiggle, wiggle, wiggle
Wiggle, wiggle, wiggle
Wiggle, wiggle, wiggle
Just a little bit (Swing!)

Cadillac Cadillac, pop that trunk
Let's take a shot, alley oop that donk
Tired of working that nine to five
Well, baby, let me come and change your life

Hot damn it (Woo!), your booty like two planets (Woo!)
Go ahead and go ham sandwich (Woo!)
Woah, I can't stand it
'Cause you know what to do with that big fat butt (Oh yeah)

Wiggle, wiggle, wiggle
Wiggle, wiggle, wiggle (Wiggle wiggle wiggle)
Wiggle, wiggle, wiggle (Shake it, shake it, girl)
Just a little bit (Little bit, little bit, little bit) (Swing!)

Shake what your mamma gave you, misbehave you
I just wanna strip you, dip you, flip you, bubble bathe you
What they do, taste my raindrops, k boo?
Now what you're willing, what you wanting, what you may do
Completely separated 'til I deeply penetrate it
Then I take it out and wipe it off, eat it, ate it, love it, hate it
Overstated, underrated, everywhere I been
Can you wiggle wiggle for the D-O-double G again?

Come on, baby, turn around (turn around, turn around, turn around, yeah)
You're a star, girl, take a bow (take a bow, take a bow, take a bow, haha, yeah)
It's just one thing that's killing me
How do you fit that in them jeans?
You know what to do with that big fat butt

Wiggle, wiggle, wiggle (Wiggle, wiggle, wiggle)
Wiggle, wiggle, wiggle (Wiggle, wiggle, wiggle)
Wiggle, wiggle, wiggle (Shake it, shake it, girl)
Just a little bit (Little bit, wiggle, wiggle, wiggle) (Oh, woah!)

Now make it clap (Wiggle, wiggle wiggle)
Now make it clap (Wiggle, wiggle, wiggle)
Now make it clap
Love it when you do it like that
With no hands, baby, make it clap
Baby, make it clap, clap, clap (Like, swing!)
Damn, baby, you got a bright future behind you

#OfficialMusicVideo #JasonDerulo #SnoopDogg #Wiggle #WeAreWarnerRecords",Jason Derulo,jason derulo wiggle snoop dogg jason derulo wiggle talk dirty wigle wiggle wiggle wiggle snoop dogg wiggle jason derulo top hits jason derulo songs jason derulo lyrics jason derulo youtube jason derulo playlist jason derulo official music video jason derulo mix warner records,Music,224
71,209000,993071385,8104801,Gorillaz - Feel Good Inc. (Official Video),"Official HD Video for Gorillaz' fantastic track Feel Good Inc.

Subscribe to Gorillaz https://gorillaz.os.fan/signup
Follow Gorillaz: 
https://www.instagram.com/gorillaz/
https://tiktok.com/@gorillaz
http://twitter.com/Gorillaz
https://www.facebook.com/Gorillaz/

Stream Gorillaz on Spotify: https://open.spotify.com/artist/3AA28KZvwAUcZuOKwyblJQ?si=xprTcfGvTU-SlE0zHTmYXA

For more information on Gorillaz don't forget to check out the official website at http://www.gorillaz.com",Gorillaz,gorillaz Feel Good Inc. Feel Good Inc feel good inc official video alternative indie pop parlophone,Music,254
72,305000,985087647,5711372,Coldplay - Viva La Vida (Official Video),"Coldplay's tenth studio album Moon Music available to listen/ buy now! https://coldplay.lnk.to/MoonMusic 🌙

Coldplay - Viva La Vida is taken from the album Viva La Vida or Death and All His Friends released in 2008 (hear the album at https://smarturl.it/coldplayviva)  

Subscribe for more content from Coldplay:
https://bit.ly/subscribecoldplay

Listen to the album Viva La Vida or Death and All His Friends on YouTube here: https://www.youtube.com/playlist?list=OLAK5uy_kIHwTLIf-YYAiY7zDOtt0dOwQYokBLHJM

See more official videos from Coldplay here:
https://www.youtube.com/playlist?list=PLsvoYlzBrLFAJd4hNQSHw1lYjDKeQB_iU

FOLLOW COLDPLAY
Website: http://www.coldplay.com 
Instagram: http://instagram.com/coldplay
Twitter: https://twitter.com/coldplay
Facebook: https://www.facebook.com/coldplay
Tiktok: https://www.tiktok.com/@coldplay
Spotify: https://bit.ly/coldplayspotify


ABOUT COLDPLAY
Since forming at university in London, Coldplay have gone on to become one of the planet’s most popular acts, selling more than 100 million copies of their nine Number One albums, which have spawned a string of hits including Yellow, Clocks, Fix You, Paradise, Viva La Vida, A Sky Full Of Stars, Hymn For The Weekend, Adventure Of A Lifetime, Orphans and, most recently, Higher Power and My Universe.

#Coldplay #VivaLaVida #VivaLaVidaorDeathandAllHisFriends #MoonMusic",Coldplay,Coldplay Viva La Vida Death And All His Friends Official Music Video Coldplay 2008 Rock Pop Cold Play Warner EMI WMG WMUK Parlophone British uk Chris Martin viva la vida Jonny Buckland Guy Berryman Will Champion Colplay Codplay Codlplay Viva La Vida or Death and All His Friends used to rule the world when I ruled the world i hear jerusalem bells are ringing roman cavalry choirs are singing coldplay fourth album coldplay 4th album,Music,242
73,405000,967551534,7621183,SKRILLEX - Bangarang feat. Sirah [Official Music Video],"Official video for Skrillex - ""Bangarang"" feat. Sirah

Buy/stream on:
Spotify: http://smarturl.it/S_SkrillexBangarang
iTunes: http://smarturl.it/SBangarang
Beatport: http://smarturl.it/B_SBangarang
Amazon: http://smarturl.it/A_SkrillexBangarang

Video Director(s):Tony T. Datis
Producer : HK corp 
Listen to Skrillex on Spotify: http://bit.ly/17jbWOI
© WMG 2012

Official Skrillex Store: http://smarturl.it/SkrillexMerch

Follow Skrillex:
http://fb.com/skrillex
http://twitter.com/skrillex
http://instagram.com/skrillex
http://soundcloud.com/skrillex
http://skrillex.tumblr.com

#skrillex #bangarang #officialvideo",Skrillex,skrillex bangarang skrillex official bangarang video dubstep sirah Bangarang Skrillex Skrillex Bangarang Bangarang ep Bangarang ep Skrillex Skrillex Bangarang ep Bangarang ft sirah Bangarang featuring sirah Bangarang sirah sirah Skrillex sirak Bangarang Skrillex Skrillex ep skrilex electronica musica electronica turn down for what bangerang music скрилекс skiller bangrang skillex skrillex first of the year dubstep skrillex skillet musica bagarang remix スクリレックス,Music,219
